ngram,matched_token,matched_category,line,name,game_id,skipped_token,skip_tag
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{run_stop},skipgram,257,level 3,45,{run_stop},SL
"['{CTRL-U}', '{CTRL-U}', '{run_stop}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{run_stop}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{run_stop}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{$0a}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{$0a}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{$0a}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{$0a}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{$0a},skipgram,257,level 3,45,{$0a},SL
"['{CTRL-U}', '{CTRL-U}', '{$0a}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{down}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{$0a}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{down}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{$0a}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{down}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{down}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{run_stop}']",{down},skipgram,257,level 3,45,{down},SL
"['{CTRL-U}', '{CTRL-U}', '{down}', '_', '{CTRL-U}', '{CTRL-U}', '{run_stop}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{down}', '{CTRL-U}', '_', '{CTRL-U}', '{run_stop}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{down}', '{CTRL-U}', '{CTRL-U}', '_', '{run_stop}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{run_stop},skipgram,257,level 3,45,{run_stop},SL
"['{CTRL-U}', '{CTRL-U}', '{run_stop}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{run_stop}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{run_stop}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{$0a}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{$0a}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{$0a}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{$0a}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{ensh}']",{$0a},skipgram,257,level 3,45,{$0a},SL
"['{CTRL-U}', '{CTRL-U}', '{$0a}', '_', '{CTRL-U}', '{CTRL-U}', '{ensh}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{$0a}', '{CTRL-U}', '_', '{CTRL-U}', '{ensh}', '{CTRL-U}', '{ensh}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{$0a}', '{CTRL-U}', '{CTRL-U}', '_', '{ensh}', '{CTRL-U}', '{ensh}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{ensh}', '{CTRL-U}', '{CTRL-U}']",{ensh},skipgram,257,level 3,45,{ensh},SL
"['{CTRL-U}', '{CTRL-U}', '{ensh}', '_', '{ensh}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{ensh}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{run_stop}']",{ensh},skipgram,257,level 3,45,{ensh},SL
"['{ensh}', '{CTRL-U}', '{ensh}', '_', '{CTRL-U}', '{CTRL-U}', '{run_stop}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{ensh}', '{CTRL-U}', '_', '{CTRL-U}', '{run_stop}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{ensh}', '{CTRL-U}', '{CTRL-U}', '_', '{run_stop}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{run_stop},skipgram,257,level 3,45,{run_stop},SL
"['{CTRL-U}', '{CTRL-U}', '{run_stop}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{$0a}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{run_stop}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{$0a}', '{ensh}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{run_stop}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{$0a}', '{ensh}', '{$0a}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{$0a}', '{ensh}', '{$0a}', '{ensh}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{ensh}', '{$0a}', '{ensh}', '{$0a}']",{$0a},skipgram,257,level 3,45,{$0a},SL
"['{CTRL-U}', '{CTRL-U}', '{$0a}', '_', '{$0a}', '{ensh}', '{$0a}', '{ensh}']",{ensh},skipgram,257,level 3,45,{ensh},SL
"['{CTRL-U}', '{$0a}', '{ensh}', '_', '{ensh}', '{$0a}', '{ensh}', '{CTRL-U}']",{$0a},skipgram,257,level 3,45,{$0a},SL
"['{$0a}', '{ensh}', '{$0a}', '_', '{$0a}', '{ensh}', '{CTRL-U}', '{CTRL-P}']",{ensh},skipgram,257,level 3,45,{ensh},SL
"['{ensh}', '{$0a}', '{ensh}', '_', '{ensh}', '{CTRL-U}', '{CTRL-P}', '{CTRL-P}']",{$0a},skipgram,257,level 3,45,{$0a},SL
"['{$0a}', '{ensh}', '{$0a}', '_', '{CTRL-U}', '{CTRL-P}', '{CTRL-P}', '{CTRL-P}']",{ensh},skipgram,257,level 3,45,{ensh},SL
"['{ensh}', '{$0a}', '{ensh}', '_', '{CTRL-P}', '{CTRL-P}', '{CTRL-P}', '{ensh}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{$0a}', '{ensh}', '{CTRL-U}', '_', '{CTRL-P}', '{CTRL-P}', '{ensh}', '{CTRL-U}']",{CTRL-P},skipgram,257,level 3,45,{CTRL-P},SL
"['{ensh}', '{CTRL-U}', '{CTRL-P}', '_', '{CTRL-P}', '{ensh}', '{CTRL-U}', '{ensh}']",{CTRL-P},skipgram,257,level 3,45,{CTRL-P},SL
"['{CTRL-U}', '{CTRL-P}', '{CTRL-P}', '_', '{ensh}', '{CTRL-U}', '{ensh}', '{CTRL-U}']",{CTRL-P},skipgram,257,level 3,45,{CTRL-P},SL
"['{CTRL-P}', '{CTRL-P}', '{CTRL-P}', '_', '{CTRL-U}', '{ensh}', '{CTRL-U}', '{CTRL-U}']",{ensh},skipgram,257,level 3,45,{ensh},SL
"['{CTRL-P}', '{CTRL-P}', '{ensh}', '_', '{ensh}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-P}', '{ensh}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{ensh},skipgram,257,level 3,45,{ensh},SL
"['{ensh}', '{CTRL-U}', '{ensh}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{run_stop}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{ensh}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{run_stop}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{ensh}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{run_stop}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{run_stop}', '{CTRL-U}', '{CTRL-U}', '{white}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{white}', '{CTRL-U}']",{run_stop},skipgram,257,level 3,45,{run_stop},SL
"['{CTRL-U}', '{CTRL-U}', '{run_stop}', '_', '{CTRL-U}', '{white}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{run_stop}', '{CTRL-U}', '_', '{white}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{run_stop}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{white},skipgram,257,level 3,45,{white},SL
"['{CTRL-U}', '{CTRL-U}', '{white}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{white}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{white}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{run_stop}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{run_stop}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{run_stop}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{run_stop}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{run_stop},skipgram,257,level 3,45,{run_stop},SL
"['{CTRL-U}', '{CTRL-U}', '{run_stop}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{run_stop}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{run_stop}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{down}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{down}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{down}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{down}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{down},skipgram,257,level 3,45,{down},SL
"['{CTRL-U}', '{CTRL-U}', '{down}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{down}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{down}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{run_stop}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{run_stop}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{run_stop}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{run_stop}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{run_stop},skipgram,257,level 3,45,{run_stop},SL
"['{CTRL-U}', '{CTRL-U}', '{run_stop}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{run_stop}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{run_stop}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-P}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-P}', '{CTRL-P}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-P}', '{CTRL-P}', '{white}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-P}', '{CTRL-P}', '{white}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-P}', '{white}', '{CTRL-U}', '{CTRL-U}']",{CTRL-P},skipgram,257,level 3,45,{CTRL-P},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-P}', '_', '{white}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-P},skipgram,257,level 3,45,{CTRL-P},SL
"['{CTRL-U}', '{CTRL-P}', '{CTRL-P}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{white},skipgram,257,level 3,45,{white},SL
"['{CTRL-P}', '{CTRL-P}', '{white}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-F}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-P}', '{white}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-F}', '{CTRL-G}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{white}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-F}', '{CTRL-G}', '{CTRL-G}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-F}', '{CTRL-G}', '{CTRL-G}', '{dish}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-G}', '{CTRL-G}', '{dish}', '{CTRL-U}']",{CTRL-F},skipgram,257,level 3,45,{CTRL-F},SL
"['{CTRL-U}', '{CTRL-U}', '{CTRL-F}', '_', '{CTRL-G}', '{dish}', '{CTRL-U}', '{CTRL-U}']",{CTRL-G},skipgram,257,level 3,45,{CTRL-G},SL
"['{CTRL-U}', '{CTRL-F}', '{CTRL-G}', '_', '{dish}', '{CTRL-U}', '{CTRL-U}', '{run_stop}']",{CTRL-G},skipgram,257,level 3,45,{CTRL-G},SL
"['{CTRL-F}', '{CTRL-G}', '{CTRL-G}', '_', '{CTRL-U}', '{CTRL-U}', '{run_stop}', '{CTRL-U}']",{dish},skipgram,257,level 3,45,{dish},SL
"['{CTRL-G}', '{CTRL-G}', '{dish}', '_', '{CTRL-U}', '{run_stop}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-G}', '{dish}', '{CTRL-U}', '_', '{run_stop}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{dish}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{run_stop},skipgram,257,level 3,45,{run_stop},SL
"['{CTRL-U}', '{CTRL-U}', '{run_stop}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{CTRL-U}', '{run_stop}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
"['{run_stop}', '{CTRL-U}', '{CTRL-U}', '_', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}', '{CTRL-U}']",{CTRL-U},skipgram,257,level 3,45,{CTRL-U},SL
